"Tweet Id^Tweet text^Company^timestamp^*^*^Text Blob^*^Vader^*^*^*^Clips pattern"
"*^*^*^GMT^EST^IST^polarity^subjectivity^neg^neu^pos^compound^polarity^subjectivity"
"1076997389779640000^cymulate and symantec join hands for shared research on email-based attacks security^symantec^2018-12-24 00:26:02^2018-12-23 13:56:02^2018-12-24 00:26:02^0.0^0.0^0.162^0.447^0.391^0.4767^0.0^0.0"
"1077052808027880000^symantec finland: norton security % off + online back up symantec finland^symantec^2018-12-24 04:06:14^2018-12-23 17:36:14^2018-12-24 04:06:14^0.0^0.0^0.0^0.789^0.211^0.34^0.0^0.0"
"1077131636985210000^failure to replace symantec certificates leads to website outages may result in reputational damage thats why'^symantec^2018-12-24 09:19:29^2018-12-23 22:49:29^2018-12-24 09:19:29^-0.317^0.3^0.317^0.683^0.0^-0.7579^-0.317^0.3"
"1077141877068100000^data in transit will be one of main objectives of hackers next year according symantec infographic^symantec^2018-12-24 10:00:10^2018-12-23 23:30:10^2018-12-24 10:00:10^0.083^0.167^0.0^1.0^0.0^0.0^0.083^0.167"
"1077142254215520000^rt : data in transit will be one of main objectives of hackers next year according symantec infographic infosec^symantec^2018-12-24 10:01:40^2018-12-23 23:31:40^2018-12-24 10:01:40^0.083^0.167^0.0^1.0^0.0^0.0^0.083^0.167"
"1077230533581590000^top top cyber security predictions for symantec trendmicro mcafee eset^symantec^2018-12-24 15:52:27^2018-12-24 05:22:27^2018-12-24 15:52:27^0.5^0.5^0.0^0.538^0.462^0.6124^0.5^0.5"
"1080325562835620000^poorly conceived security privacy rules could create new vulnerabilities: symantec et symantec^symantec^2019-01-02 04:51:00^2019-01-01 18:21:00^2019-01-02 04:51:00^-0.132^0.527^0.106^0.596^0.298^0.4404^-0.132^0.527"
"1080326155947910000^poorly conceived security privacy rules could create new vulnerabilities: symantec et symantec^symantec^2019-01-02 04:53:21^2019-01-01 18:23:21^2019-01-02 04:53:21^-0.132^0.527^0.106^0.596^0.298^0.4404^-0.132^0.527"
"1080388266627600000^symantec endpoint protection cloud sepcloud is an easy-to-use service that protects and manages desktops servers^symantec^2019-01-02 09:00:10^2019-01-01 22:30:10^2019-01-02 09:00:10^0.0^0.0^0.0^0.859^0.141^0.3182^0.0^0.0"
"1080388268011780000^symantec endpoint protection cloud sepcloud is an easy-to-use service that protects and manages desktops servers^symantec^2019-01-02 09:00:10^2019-01-01 22:30:10^2019-01-02 09:00:10^0.0^0.0^0.0^0.859^0.141^0.3182^0.0^0.0"
"1080388271350390000^symantec endpoint protection cloud sepcloud is an easy-to-use service that protects and manages desktops servers^symantec^2019-01-02 09:00:11^2019-01-01 22:30:11^2019-01-02 09:00:11^0.0^0.0^0.0^0.859^0.141^0.3182^0.0^0.0"
"1080388272155750000^symantec endpoint protection cloud sepcloud is an easy-to-use service that protects and manages desktops servers^symantec^2019-01-02 09:00:11^2019-01-01 22:30:11^2019-01-02 09:00:11^0.0^0.0^0.0^0.859^0.141^0.3182^0.0^0.0"
"1080388322462170000^symantec endpoint protection cloud sepcloud is an easy-to-use service that protects and manages desktops servers^symantec^2019-01-02 09:00:23^2019-01-01 22:30:23^2019-01-02 09:00:23^0.0^0.0^0.0^0.859^0.141^0.3182^0.0^0.0"
"1080421361498100000^rt : secure your online transaction with instantssl pro (ov) ssl certificate white heavy check mark green pad-lock white heavy check mark bit encryption level white heavy check mark san sup^symantec^2019-01-02 11:11:40^2019-01-02 00:41:40^2019-01-02 11:11:40^-0.05^0.3^0.0^0.924^0.076^0.34^-0.05^0.3"
"1080434831958380000^ever tried to make a decision with only half the facts? in this video liz deakin explains how there is a better way^symantec^2019-01-02 12:05:12^2019-01-02 01:35:12^2019-01-02 12:05:12^0.111^0.556^0.0^0.873^0.127^0.4404^0.111^0.556"
"1080436083022830000^ever tried to make a decision with only half the facts? in this video liz deakin explains how there is a better way^symantec^2019-01-02 12:10:10^2019-01-02 01:40:10^2019-01-02 12:10:10^0.111^0.556^0.0^0.873^0.127^0.4404^0.111^0.556"
"1080436520064960000^rt : ever tried to make a decision with only half the facts? in this video liz deakin explains how there is a better way https:/^symantec^2019-01-02 12:11:54^2019-01-02 01:41:54^2019-01-02 12:11:54^0.111^0.556^0.0^0.884^0.116^0.4404^0.111^0.556"
"1080470525602870000^new year veritas and symantec authorized training discount scalable symantecsecurity highavailability^symantec^2019-01-02 14:27:02^2019-01-02 03:57:02^2019-01-02 14:27:02^0.136^0.455^0.0^1.0^0.0^0.0^0.136^0.455"
"1080475736404900000^rt : new year veritas and symantec authorized training discount scalable symantecsecurity highavailability netxinformat^symantec^2019-01-02 14:47:44^2019-01-02 04:17:44^2019-01-02 14:47:44^0.136^0.455^0.0^1.0^0.0^0.0^0.136^0.455"
"1080482694021110000^sees the launch of gradian vaps - a simple set of value adding service options to wrap around symantec it is'^symantec^2019-01-02 15:15:23^2019-01-02 04:45:23^2019-01-02 15:15:23^0.0^0.357^0.0^0.882^0.118^0.34^0.0^0.357"
"1080491287604800000^best practice response can mitigate data breaches quickly symantec trendmicro mcafee^symantec^2019-01-02 15:49:32^2019-01-02 05:19:32^2019-01-02 15:49:32^0.667^0.4^0.0^0.704^0.296^0.6369^0.667^0.4"
"1080491831865960000^rt : best practice response can mitigate data breaches quickly symantec trendmicro mcafee eset exab^symantec^2019-01-02 15:51:41^2019-01-02 05:21:41^2019-01-02 15:51:41^0.667^0.4^0.0^0.756^0.244^0.6369^0.667^0.4"
"1080492236251500000^massive town of salem data breach; over m accounts compromised symantec trendmicro^symantec^2019-01-02 15:53:18^2019-01-02 05:23:18^2019-01-02 15:53:18^0.0^1.0^0.0^1.0^0.0^0.0^0.0^1.0"
"1080494348083510000^rt : massive town of salem data breach; over m accounts compromised symantec trendmicro mcafee e^symantec^2019-01-02 16:01:41^2019-01-02 05:31:41^2019-01-02 16:01:41^0.0^1.0^0.0^1.0^0.0^0.0^0.0^1.0"
"1080636874073550000^whats needed in the world of email is to re-establish trust brands want to be trusted and customers want to have t^symantec^2019-01-03 01:28:02^2019-01-02 14:58:02^2019-01-03 01:28:02^0.0^0.0^0.0^0.654^0.346^0.7906^0.0^0.0"
"1080656790499530000^this is fantastic and exactly why partner with building trust into your digital interact^symantec^2019-01-03 02:47:11^2019-01-02 16:17:11^2019-01-03 02:47:11^0.217^0.383^0.0^0.635^0.365^0.7845^0.217^0.383"
"1080703721699530000^rt : massive town of salem data breach; over m accounts compromised symantec trendmicro mcafee e^symantec^2019-01-03 05:53:40^2019-01-02 19:23:40^2019-01-03 05:53:40^0.0^1.0^0.0^1.0^0.0^0.0^0.0^1.0"
"1080747556726920000^can i use the endpoint protection small business without a server? antivirus symantec^symantec^2019-01-03 08:47:51^2019-01-02 22:17:51^2019-01-03 08:47:51^-0.25^0.4^0.0^1.0^0.0^0.0^-0.25^0.4"
"1080759924756400000^symantecs cybersecurity predictions cybersecurity symantec excyb'^symantec^2019-01-03 09:37:00^2019-01-02 23:07:00^2019-01-03 09:37:00^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1080798476206780000^how relevant are findings from third parties such as gartner? lithify ceo liz deakin finds out!^symantec^2019-01-03 12:10:11^2019-01-03 01:40:11^2019-01-03 12:10:11^0.133^0.467^0.0^0.834^0.166^0.4574^0.133^0.467"
"1080798477569970000^how relevant are findings from third parties such as gartner? lithify ceo liz deakin finds out!^symantec^2019-01-03 12:10:11^2019-01-03 01:40:11^2019-01-03 12:10:11^0.133^0.467^0.0^0.834^0.166^0.4574^0.133^0.467"
"1080798865765280000^rt : how relevant are findings from third parties such as gartner? lithify ceo liz deakin finds out! li^symantec^2019-01-03 12:11:44^2019-01-03 01:41:44^2019-01-03 12:11:44^0.133^0.467^0.0^0.85^0.15^0.4574^0.133^0.467"
"1080860482729210000^hospitals spend % more on advertising after a data breach symantec trendmicro^symantec^2019-01-03 16:16:35^2019-01-03 05:46:35^2019-01-03 16:16:35^0.5^0.5^0.0^1.0^0.0^0.0^0.5^0.5"
"1080861762470120000^rt : hospitals spend % more on advertising after a data breach symantec trendmicro exabeam ueb^symantec^2019-01-03 16:21:40^2019-01-03 05:51:40^2019-01-03 16:21:40^0.5^0.5^0.0^1.0^0.0^0.0^0.5^0.5"
"1080862506703150000^largest data breaches in symantec trendmicro mcafee eset exabeam ueba^symantec^2019-01-03 16:24:37^2019-01-03 05:54:37^2019-01-03 16:24:37^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1080864278129790000^rt : largest data breaches in symantec trendmicro mcafee eset exabeam ueba splunk k^symantec^2019-01-03 16:31:40^2019-01-03 06:01:40^2019-01-03 16:31:40^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1080865007779200000^rt : largest data breaches in symantec trendmicro mcafee eset exabeam ueba splunk k^symantec^2019-01-03 16:34:34^2019-01-03 06:04:34^2019-01-03 16:34:34^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1080865212931230000^rt : largest data breaches in symantec trendmicro mcafee eset exabeam ueba splunk k^symantec^2019-01-03 16:35:22^2019-01-03 06:05:22^2019-01-03 16:35:22^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1080872195889470000^we do casb and cloud security as symantec partner so if you are worried about getting breached give us an email! j^symantec^2019-01-03 17:03:07^2019-01-03 06:33:07^2019-01-03 17:03:07^0.0^0.0^0.092^0.795^0.113^0.126^0.0^0.0"
"1080958776474300000^thanks to education services successful completion - day (elearning self study) atp x: recovering aft^symantec^2019-01-03 22:47:10^2019-01-03 12:17:10^2019-01-03 22:47:10^0.475^0.575^0.0^0.642^0.358^0.7717^0.475^0.575"
"1081042607931900000^check out symantec norton v pc for windows symantec via pc antivirus norton windows^symantec^2019-01-04 04:20:17^2019-01-03 17:50:17^2019-01-04 04:20:17^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1081126871071420000^great news for symantec :) symantecs cloud workload protection (cwp) was named winner in the product of the'^symantec^2019-01-04 09:55:07^2019-01-03 23:25:07^2019-01-04 09:55:07^0.65^0.875^0.0^0.579^0.421^0.8979^0.65^0.875"
"1081156568081550000^hackers dump data of hundreds of german politicians on twitter symantec trendmicro^symantec^2019-01-04 11:53:07^2019-01-04 01:23:07^2019-01-04 11:53:07^0.0^0.0^0.191^0.809^0.0^-0.3818^0.0^0.0"
"1081157940260690000^what holds for facebook symantec trendmicro mcafee eset exabeam ueba^symantec^2019-01-04 11:58:34^2019-01-04 01:28:34^2019-01-04 11:58:34^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1081158756149250000^rt : what holds for facebook symantec trendmicro mcafee eset exabeam ueba splunk kaspe^symantec^2019-01-04 12:01:49^2019-01-04 01:31:49^2019-01-04 12:01:49^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1081159610256550000^good visibility is key to good decision making as liz deakin discusses here lithify^symantec^2019-01-04 12:05:12^2019-01-04 01:35:12^2019-01-04 12:05:12^0.467^0.733^0.0^0.674^0.326^0.7003^0.467^0.733"
"1081161232445460000^rt : good visibility is key to good decision making as liz deakin discusses here lithify checkpo^symantec^2019-01-04 12:11:39^2019-01-04 01:41:39^2019-01-04 12:11:39^0.467^0.733^0.0^0.707^0.293^0.7003^0.467^0.733"
"1081162134875230000^good visibility is key to good decision making as liz deakin discusses here lithify^symantec^2019-01-04 12:15:14^2019-01-04 01:45:14^2019-01-04 12:15:14^0.467^0.733^0.0^0.674^0.326^0.7003^0.467^0.733"
"1081173814422190000^heres a quick catch-up on the past months with a selection of stories affected the security world! symantec'^symantec^2019-01-04 13:01:39^2019-01-04 02:31:39^2019-01-04 13:01:39^0.01^0.375^0.087^0.765^0.147^0.2714^0.01^0.375"
"1081204016988800000^some great data points here about symantec but the stand out one for me is cyber security researchers eng^symantec^2019-01-04 15:01:40^2019-01-04 04:31:40^2019-01-04 15:01:40^0.8^0.75^0.0^0.751^0.249^0.6858^0.8^0.75"
"1081222746225490000^check out symantec winfax pro version document management and windows symantec via^symantec^2019-01-04 16:16:05^2019-01-04 05:46:05^2019-01-04 16:16:05^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1081228485178180000^rt : google upset with symantec over false securitycertificates via^symantec^2019-01-04 16:38:53^2019-01-04 06:08:53^2019-01-04 16:38:53^-0.4^0.6^0.245^0.755^0.0^-0.3818^-0.4^0.6"
"1081401252020390000^up to % off norton security antivirus software tags: symantec amazon deal^symantec^2019-01-05 04:05:24^2019-01-04 17:35:24^2019-01-05 04:05:24^0.0^0.0^0.0^0.687^0.313^0.4767^0.0^0.0"
"1081513153706570000^symantecs cybersecurity predictions for : while upticks in legislative and regulatory actions are likely t'^symantec^2019-01-05 11:30:04^2019-01-05 01:00:04^2019-01-05 11:30:04^0.0^1.0^0.0^1.0^0.0^0.0^0.0^1.0"
"1081928288124260000^check out symantec winfax pro version document management and windows symantec via^symantec^2019-01-06 14:59:39^2019-01-06 04:29:39^2019-01-06 14:59:39^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1081934092277400000^marriott says million passport numbers stolen in data breach symantec trendmicro^symantec^2019-01-06 15:22:43^2019-01-06 04:52:43^2019-01-06 15:22:43^0.0^0.0^0.242^0.758^0.0^-0.4939^0.0^0.0"
"1081935461545760000^your gmail account could be at risk symantec trendmicro mcafee eset exabeam^symantec^2019-01-06 15:28:10^2019-01-06 04:58:10^2019-01-06 15:28:10^0.0^0.0^0.16^0.84^0.0^-0.2732^0.0^0.0"
"1081936336544710000^rt : your gmail account could be at risk symantec trendmicro mcafee eset exabeam ueba splunk^symantec^2019-01-06 15:31:38^2019-01-06 05:01:38^2019-01-06 15:31:38^0.0^0.0^0.13^0.87^0.0^-0.2732^0.0^0.0"
"1081938788123840000^your gmail account could be at risk digitaltransformation symantec trendmicro mcafee^symantec^2019-01-06 15:41:23^2019-01-06 05:11:23^2019-01-06 15:41:23^0.0^0.0^0.174^0.826^0.0^-0.2732^0.0^0.0"
"1081962881107840000^without innovation there can be no progress is being able to provide email trust one of the biggest innovations of^symantec^2019-01-06 17:17:07^2019-01-06 06:47:07^2019-01-06 17:17:07^0.5^0.625^0.166^0.604^0.23^0.4051^0.5^0.625"
"1082002981627870000^symantec blue coat advanced secure gateway designed to provide world class threat protection against todays advan'^symantec^2019-01-06 19:56:28^2019-01-06 09:26:28^2019-01-06 19:56:28^0.267^0.433^0.163^0.625^0.212^0.0^0.267^0.433"
"1082180182591580000^it-workshop koramis - koramis partnerportal - symantec itworkshop^symantec^2019-01-07 07:40:36^2019-01-06 21:10:36^2019-01-07 07:40:36^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082196952698310000^rt : google upset with symantec over false securitycertificates via^symantec^2019-01-07 08:47:14^2019-01-06 22:17:14^2019-01-07 08:47:14^-0.4^0.6^0.245^0.755^0.0^-0.3818^-0.4^0.6"
"1082253885329330000^// welcomes as a diamond sponsor for the wicys women in cybersecurity confe^symantec^2019-01-07 12:33:28^2019-01-07 02:03:28^2019-01-07 12:33:28^0.0^0.0^0.0^0.662^0.338^0.6249^0.0^0.0"
"1082265993379020000^rt : // welcomes as a diamond sponsor for the wicys women in cybersecurity conference at^symantec^2019-01-07 13:21:35^2019-01-07 02:51:35^2019-01-07 13:21:35^0.0^0.0^0.0^0.702^0.298^0.6249^0.0^0.0"
"1082286241859670000^the changing role of the cio by the people holding the position at workday box sephora junipernetworks and^symantec^2019-01-07 14:42:02^2019-01-07 04:12:02^2019-01-07 14:42:02^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082286997199350000^rt : the changing role of the cio by the people holding the position at workday box sephora junipernetworks and symantec^symantec^2019-01-07 14:45:02^2019-01-07 04:15:02^2019-01-07 14:45:02^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082293863023340000^rt : // welcomes as a diamond sponsor for the wicys women in cybersecurity conference at^symantec^2019-01-07 15:12:19^2019-01-07 04:42:19^2019-01-07 15:12:19^0.0^0.0^0.0^0.702^0.298^0.6249^0.0^0.0"
"1082308896042010000^trends: security limited to the perimeter offers minimal safety symantec^symantec^2019-01-07 16:12:03^2019-01-07 05:42:03^2019-01-07 16:12:03^-0.024^0.248^0.135^0.496^0.369^0.5106^-0.024^0.248"
"1082310704198110000^the new ways we could get hacked (and defended) in symantec trendmicro^symantec^2019-01-07 16:19:14^2019-01-07 05:49:14^2019-01-07 16:19:14^0.136^0.455^0.197^0.803^0.0^-0.4019^0.136^0.455"
"1082311358077550000^rt : the new ways we could get hacked (and defended) in symantec trendmicro mcafee ueba^symantec^2019-01-07 16:21:50^2019-01-07 05:51:50^2019-01-07 16:21:50^0.136^0.455^0.162^0.838^0.0^-0.4019^0.136^0.455"
"1082345992777800000^wayfair said they will be hiring more than full-time employees at the new center which will be located at the^symantec^2019-01-07 18:39:28^2019-01-07 08:09:28^2019-01-07 18:39:28^0.179^0.352^0.0^1.0^0.0^0.0^0.179^0.352"
"1082346042132020000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-07 18:39:40^2019-01-07 08:09:40^2019-01-07 18:39:40^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082347669748550000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-07 18:46:08^2019-01-07 08:16:08^2019-01-07 18:46:08^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082348080555380000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-07 18:47:46^2019-01-07 08:17:46^2019-01-07 18:47:46^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082359755195040000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-07 19:34:09^2019-01-07 09:04:09^2019-01-07 19:34:09^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082369115069720000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-07 20:11:21^2019-01-07 09:41:21^2019-01-07 20:11:21^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082444948467700000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-08 01:12:41^2019-01-07 14:42:41^2019-01-08 01:12:41^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082540075005680000^symantec uk: save up to % - bundle symantec uk^symantec^2019-01-08 07:30:41^2019-01-07 21:00:41^2019-01-08 07:30:41^0.0^0.0^0.0^0.686^0.314^0.4939^0.0^0.0"
"1082551265182260000^google chrome plans to distrust symantec geotrust thawte ssl switch to a trusted comodo ssl -&gt;^symantec^2019-01-08 08:15:09^2019-01-07 21:45:09^2019-01-08 08:15:09^0.0^0.0^0.148^0.688^0.164^0.0772^0.0^0.0"
"1082553556106780000^rt : wayfair said they will be hiring more than full-time employees at the new center which will be located at the old symante^symantec^2019-01-08 08:24:15^2019-01-07 21:54:15^2019-01-08 08:24:15^0.159^0.314^0.0^1.0^0.0^0.0^0.159^0.314"
"1082587791681140000^with infovies experts explore in detail about -&gt; infrastructure solutions services on cisco hp and dell -&gt;'^symantec^2019-01-08 10:40:17^2019-01-08 00:10:17^2019-01-08 10:40:17^0.0^0.0^0.0^0.904^0.096^0.1779^0.0^0.0"
"1082654484596170000^the edges of cybersecurity - the faster industry moves the more mistakes are made join defense point security l^symantec^2019-01-08 15:05:18^2019-01-08 04:35:18^2019-01-08 15:05:18^0.5^0.5^0.128^0.594^0.279^0.3197^0.5^0.5"
"1082664917835170000^check out symantec winfax pro version document management and windows symantec via^symantec^2019-01-08 15:46:46^2019-01-08 05:16:46^2019-01-08 15:46:46^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082670882412150000^the biggest data breaches of the st century symantec trendmicro mcafee^symantec^2019-01-08 16:10:28^2019-01-08 05:40:28^2019-01-08 16:10:28^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082671191217770000^rt : the biggest data breaches of the st century symantec trendmicro mcafee exabeam ueba s^symantec^2019-01-08 16:11:41^2019-01-08 05:41:41^2019-01-08 16:11:41^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082671952806830000^facebooks disastrous run may actually worsen in symantec trendmicro mcafee'^symantec^2019-01-08 16:14:43^2019-01-08 05:44:43^2019-01-08 16:14:43^-0.35^0.45^0.474^0.526^0.0^-0.802^-0.35^0.45"
"1082673707066170000^rt : facebooks disastrous run may actually worsen in symantec trendmicro mcafee eset exabeam'^symantec^2019-01-08 16:21:41^2019-01-08 05:51:41^2019-01-08 16:21:41^-0.35^0.45^0.396^0.604^0.0^-0.802^-0.35^0.45"
"1082706915191330000^how to set and ask for valuations | | alberteinstein fenwickwest funds generalpartners^symantec^2019-01-08 18:33:38^2019-01-08 08:03:38^2019-01-08 18:33:38^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082709269751840000^what symantec got wrong about data protection datasecurity storage^symantec^2019-01-08 18:43:00^2019-01-08 08:13:00^2019-01-08 18:43:00^-0.5^0.9^0.279^0.721^0.0^-0.4767^-0.5^0.9"
"1082725292861540000^mobile anti malware market is booming| symantec sophos mcafee avast software^symantec^2019-01-08 19:46:40^2019-01-08 09:16:40^2019-01-08 19:46:40^0.0^0.0^0.187^0.813^0.0^-0.3182^0.0^0.0"
"1082746264100360000^cybersecurity innovators protecting our clients systems join for great work strong training supp^symantec^2019-01-08 21:10:00^2019-01-08 10:40:00^2019-01-08 21:10:00^0.617^0.742^0.0^0.51^0.49^0.8625^0.617^0.742"
"1082896862359760000^cybersecurity myths continue to persist symantec reports^symantec^2019-01-09 07:08:25^2019-01-08 20:38:25^2019-01-09 07:08:25^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082897085626760000^rt : cybersecurity myths continue to persist symantec reports^symantec^2019-01-09 07:09:19^2019-01-08 20:39:19^2019-01-09 07:09:19^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082898813168370000^secdevops - devsecopsthe ops element will continue to be resource challenge which is exactly why our managed c^symantec^2019-01-09 07:16:11^2019-01-08 20:46:11^2019-01-09 07:16:11^0.25^0.25^0.0^0.92^0.08^0.0772^0.25^0.25"
"1082971548875660000^the concept of zero day has been around for some time what is it why now and why should you consider it for your^symantec^2019-01-09 12:05:12^2019-01-09 01:35:12^2019-01-09 12:05:12^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082971558380030000^the concept of zero day has been around for some time what is it why now and why should you consider it for your^symantec^2019-01-09 12:05:14^2019-01-09 01:35:14^2019-01-09 12:05:14^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082973227574380000^rt : the concept of zero day has been around for some time what is it why now and why should you consider it for your ne^symantec^2019-01-09 12:11:52^2019-01-09 01:41:52^2019-01-09 12:11:52^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1082986163441480000^rt : the concept of zero day has been around for some time what is it why now and why should you consider it for your network^symantec^2019-01-09 13:03:16^2019-01-09 02:33:16^2019-01-09 13:03:16^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083005823377460000^innovation will come from within digitisation by blending within and consuming and already out^symantec^2019-01-09 14:21:24^2019-01-09 03:51:24^2019-01-09 14:21:24^0.0^0.0^0.0^0.833^0.167^0.3818^0.0^0.0"
"1083017385903190000^neiman marcus reaches $ million data breach settlement symantec trendmicro^symantec^2019-01-09 15:07:20^2019-01-09 04:37:20^2019-01-09 15:07:20^0.0^0.0^0.0^0.87^0.13^0.0516^0.0^0.0"
"1083018557095460000^rt : neiman marcus reaches $ million data breach settlement symantec trendmicro mcafee eset e^symantec^2019-01-09 15:12:00^2019-01-09 04:42:00^2019-01-09 15:12:00^0.0^0.0^0.0^0.902^0.098^0.0516^0.0^0.0"
"1083019228905500000^your life is the attack surface: the risks of iot symantec trendmicro mcafee eset^symantec^2019-01-09 15:14:40^2019-01-09 04:44:40^2019-01-09 15:14:40^0.0^0.0^0.302^0.698^0.0^-0.6369^0.0^0.0"
"1083021070590860000^rt : your life is the attack surface: the risks of iot symantec trendmicro mcafee eset exabeam^symantec^2019-01-09 15:21:59^2019-01-09 04:51:59^2019-01-09 15:21:59^0.0^0.0^0.271^0.729^0.0^-0.6369^0.0^0.0"
"1083045782125590000^vuln: symantec norton app lock cve-- local security bypass vulnerability bugtraq^symantec^2019-01-09 17:00:11^2019-01-09 06:30:11^2019-01-09 17:00:11^0.0^0.0^0.143^0.677^0.18^0.128^0.0^0.0"
"1083264690506070000^symantec: symantec appoints sue barsamian to its board of directors - symantec^symantec^2019-01-10 07:30:02^2019-01-09 21:00:02^2019-01-10 07:30:02^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083290684583480000^working with our partners to include egress software cisco check point mimecast and symantec we offer extensive^symantec^2019-01-10 09:13:20^2019-01-09 22:43:20^2019-01-10 09:13:20^0.0^0.333^0.0^1.0^0.0^0.0^0.0^0.333"
"1083293473694990000^are you looking for info on symantec solutions and products? have a look at our recorded webcasts cybersecurity^symantec^2019-01-10 09:24:25^2019-01-09 22:54:25^2019-01-10 09:24:25^0.0^0.0^0.0^0.904^0.096^0.1779^0.0^0.0"
"1083296717045440000^really optimistic about the alignment session between our business and symantec this pm thanks to and^symantec^2019-01-10 09:37:18^2019-01-09 23:07:18^2019-01-10 09:37:18^0.2^0.2^0.0^0.718^0.282^0.6697^0.2^0.2"
"1083338176486420000^how to fix net::err_cert_symantec_legacy error - step-by-step instructions on fixing net::^symantec^2019-01-10 12:22:03^2019-01-10 01:52:03^2019-01-10 12:22:03^0.0^0.0^0.231^0.769^0.0^-0.4019^0.0^0.0"
"1083343396951990000^rt : how to fix net::err_cert_symantec_legacy error - step-by-step instructions on fixing net::err_cert_s^symantec^2019-01-10 12:42:48^2019-01-10 02:12:48^2019-01-10 12:42:48^0.0^0.0^0.213^0.787^0.0^-0.4019^0.0^0.0"
"1083354891840610000^have you tried using and together? find out more about splunk apps and add-ons for symantec if^symantec^2019-01-10 13:28:28^2019-01-10 02:58:28^2019-01-10 13:28:28^0.5^0.5^0.0^1.0^0.0^0.0^0.5^0.5"
"1083380873615960000^rt : really optimistic about the alignment session between our business and symantec this pm thanks to and his^symantec^2019-01-10 15:11:43^2019-01-10 04:41:43^2019-01-10 15:11:43^0.2^0.2^0.0^0.744^0.256^0.6697^0.2^0.2"
"1083383551238770000^gdpr may add up to $b marriotts data breach expenses symantec trendmicro mcafee'^symantec^2019-01-10 15:22:21^2019-01-10 04:52:21^2019-01-10 15:22:21^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083385536801310000^how to protect your data from insider threats symantec trendmicro mcafee eset^symantec^2019-01-10 15:30:14^2019-01-10 05:00:14^2019-01-10 15:30:14^0.0^0.0^0.182^0.649^0.169^-0.0516^0.0^0.0"
"1083385912174600000^rt : how to protect your data from insider threats symantec trendmicro mcafee eset exabeam ueb^symantec^2019-01-10 15:31:44^2019-01-10 05:01:44^2019-01-10 15:31:44^0.0^0.0^0.152^0.707^0.141^-0.0516^0.0^0.0"
"1083430940804810000^the cyber security giant symantec faces a lawsuit for their defective antivirus software vulnerabilities in thei^symantec^2019-01-10 18:30:40^2019-01-10 08:00:40^2019-01-10 18:30:40^0.0^1.0^0.323^0.556^0.121^-0.4588^0.0^1.0"
"1083435860270410000^'twas a veritable pleasure - it was the perfect showcase for the launch of^symantec^2019-01-10 18:50:13^2019-01-10 08:20:13^2019-01-10 18:50:13^1.0^1.0^0.0^0.575^0.425^0.8126^1.0^1.0"
